,time,136,158,674,719,114,697,159,675,137,720
0,0,81.58009860748747,71.37607551315209,81.81852747712273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,79.25620347324383,72.39400269776343,80.30892089888926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,81.70027533258902,70.27166425864401,80.76615854464231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,81.50084249255721,69.43273297429975,83.20162215648953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,82.56904701489151,71.160181507802,82.73948162557922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,82.89043830222434,69.29091772742026,81.70588924716381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,82.8015177058359,69.70125986745205,81.6545367306378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,83.85258611219129,68.16616934707203,81.2119176334751,65.41155877853986,0.0,0.0,0.0,0.0,0.0,0.0
8,8,83.08802180761948,67.59514765533957,80.54533368059911,66.49993333833714,0.0,0.0,0.0,0.0,0.0,0.0
9,9,83.9416099674338,67.94461923712457,81.04379038977203,67.85943867214667,0.0,0.0,0.0,0.0,0.0,0.0
10,10,88.61592864809901,69.00461979867309,82.11121998547009,66.19433889520779,0.0,0.0,0.0,0.0,0.0,0.0
11,11,85.9560971683142,67.94857162275102,80.38194622973637,67.97687472937221,0.0,0.0,0.0,0.0,0.0,0.0
12,12,85.5424292395949,68.20795407943692,79.98683046678174,67.25431139245028,0.0,0.0,0.0,0.0,0.0,0.0
13,13,89.10588118001532,65.34280638388921,81.36735288792764,69.71421788951388,0.0,0.0,0.0,0.0,0.0,0.0
14,14,87.88321722405637,66.72913707191205,80.93986482014,68.23978057171836,0.0,0.0,0.0,0.0,0.0,0.0
15,15,87.9284379998958,65.68960715140196,82.63860697785721,68.16931163514498,0.0,0.0,0.0,0.0,0.0,0.0
16,16,86.34087454739536,67.70840672037276,79.56887852865894,68.56818579635225,0.0,0.0,0.0,0.0,0.0,0.0
17,17,88.1870509799339,67.18870994858266,81.85339273576045,68.13945404737723,0.0,0.0,0.0,0.0,0.0,0.0
18,18,91.12047626079543,0.0,80.06222377822233,70.79505616686185,0.0,0.0,0.0,0.0,0.0,0.0
19,19,90.38737761343029,0.0,80.10660983077142,69.09158760230851,0.0,0.0,0.0,0.0,0.0,0.0
20,20,89.16318538561022,0.0,80.27313213457897,71.86342036876985,0.0,0.0,0.0,0.0,0.0,0.0
21,21,89.66510214050795,0.0,78.59276031286056,72.0533835641747,0.0,0.0,0.0,0.0,0.0,0.0
22,22,92.93715643362441,0.0,79.87953350815862,71.97583261191062,0.0,0.0,0.0,0.0,0.0,0.0
23,23,90.90439482649066,0.0,78.14571254893902,72.49239230846668,0.0,0.0,0.0,0.0,0.0,0.0
24,24,91.75980923784019,0.0,78.2457198552774,72.0390630223522,0.0,0.0,0.0,0.0,0.0,0.0
25,25,91.70728520611665,0.0,79.57709558580373,70.2359634346437,0.0,0.0,0.0,0.0,0.0,0.0
26,26,90.56836733200774,0.0,77.64544165007867,71.66136774052798,0.0,0.0,0.0,0.0,0.0,0.0
27,27,93.71659984088674,0.0,77.1835429549123,72.78417259601257,0.0,0.0,0.0,0.0,0.0,0.0
28,28,93.54327339031519,0.0,77.9597633479617,74.62280913538243,0.0,0.0,0.0,0.0,0.0,0.0
29,29,92.12751697664166,0.0,77.44733221640833,75.8054129388573,0.0,0.0,0.0,0.0,0.0,0.0
30,30,94.74380482325552,0.0,80.92363311075763,74.917968986833,0.0,0.0,0.0,0.0,0.0,0.0
31,31,96.33525403840224,0.0,78.97917192985243,76.01759038995722,0.0,0.0,0.0,0.0,0.0,0.0
32,32,93.62889997457997,0.0,78.14261933444472,73.00051013912511,0.0,0.0,0.0,0.0,0.0,0.0
33,33,94.91821944474528,0.0,78.27575012335059,74.54672855124392,0.0,0.0,0.0,0.0,0.0,0.0
34,34,94.94138728693177,0.0,76.85797737938967,73.33859136737581,0.0,0.0,0.0,0.0,0.0,0.0
35,35,96.00797452644949,0.0,77.1275827529716,77.5042196989816,0.0,0.0,0.0,0.0,0.0,0.0
36,36,95.49314982205438,0.0,76.69426174108987,75.03308788083854,0.0,0.0,0.0,0.0,0.0,0.0
37,37,96.30051782565151,0.0,75.83579818463441,75.53647899169974,0.0,0.0,0.0,0.0,0.0,0.0
38,38,95.39367749784672,0.0,74.03653080103535,76.35631408346708,0.0,0.0,0.0,0.0,0.0,0.0
39,39,96.28318616299819,0.0,74.28791883139577,76.12343170537305,0.0,0.0,0.0,0.0,0.0,0.0
40,40,95.60419029551142,0.0,77.58287556354077,78.2245297730846,0.0,0.0,0.0,0.0,0.0,0.0
41,41,94.64603751807635,0.0,75.3764836407312,79.92624743277645,0.0,0.0,0.0,0.0,0.0,0.0
42,42,96.25684407811701,0.0,73.9732208304087,77.24884355880076,0.0,0.0,0.0,0.0,0.0,0.0
