,time,536,1527,581,1505,559,1550,1528,582
0,0,70.57848805494383,88.42840229936446,0.0,0.0,0.0,0.0,0.0,0.0
1,1,70.22755364213592,88.4754004966267,0.0,0.0,0.0,0.0,0.0,0.0
2,2,69.14284212278064,88.99960799665995,0.0,0.0,0.0,0.0,0.0,0.0
3,3,72.73731567394988,88.287222743653,0.0,0.0,0.0,0.0,0.0,0.0
4,4,71.11809305830812,88.0150539498335,0.0,0.0,0.0,0.0,0.0,0.0
5,5,69.93196458230132,90.93610516494145,0.0,0.0,0.0,0.0,0.0,0.0
6,6,70.92666737218606,90.0962261870706,0.0,0.0,0.0,0.0,0.0,0.0
7,7,71.04991357060928,88.82912457408065,64.59603380600659,0.0,0.0,0.0,0.0,0.0
8,8,69.9569813230763,90.63942729952826,68.65829963307085,0.0,0.0,0.0,0.0,0.0
9,9,71.7215618885451,88.75529983504077,66.03937516587185,0.0,0.0,0.0,0.0,0.0
10,10,70.29786256651994,88.60079965392899,67.24156686749863,0.0,0.0,0.0,0.0,0.0
11,11,70.77662261098367,90.46744129446193,67.47085378986687,0.0,0.0,0.0,0.0,0.0
12,12,69.83259655043697,90.19244642389677,68.5833978199036,0.0,0.0,0.0,0.0,0.0
13,13,70.37563343118143,91.23448372962766,69.27831603296534,0.0,0.0,0.0,0.0,0.0
14,14,69.11862603273089,90.35099528970215,70.01370612671498,0.0,0.0,0.0,0.0,0.0
15,15,69.26291240366912,90.78407253909207,66.98695070049712,0.0,0.0,0.0,0.0,0.0
16,16,69.90365861227103,90.70598868758123,70.59231312258073,0.0,0.0,0.0,0.0,0.0
17,17,70.89628424270286,89.64823072004715,69.55100113359846,0.0,0.0,0.0,0.0,0.0
18,18,68.3883081551741,90.50597856927155,71.56592742696252,0.0,0.0,0.0,0.0,0.0
19,19,69.6425973397343,90.04650822890483,70.51698667983504,0.0,0.0,0.0,0.0,0.0
