,time,124,1025,1070,102,1048,1026,147,125
0,0,41.727300643639246,25.972563185047264,0.0,0.0,0.0,0.0,0.0,0.0
1,1,41.350180059546325,25.865380784341497,0.0,0.0,0.0,0.0,0.0,0.0
2,2,40.96952917544921,25.773100122992915,0.0,0.0,0.0,0.0,0.0,0.0
3,3,40.58537930696282,25.69599150288269,0.0,0.0,0.0,0.0,0.0,0.0
4,4,40.19775443239088,25.634243004714733,0.0,0.0,0.0,0.0,0.0,0.0
5,5,39.806694316875976,25.588068143963227,0.0,0.0,0.0,0.0,0.0,0.0
6,6,39.41223758045157,25.557569835747913,0.0,0.0,0.0,0.0,0.0,0.0
7,7,39.01443388787173,25.542849136313237,0.0,0.0,0.0,0.0,0.0,0.0
8,8,38.61332577089215,25.543943140687716,0.0,0.0,0.0,0.0,0.0,0.0
9,9,38.20898668568671,25.560861369986256,0.0,0.0,0.0,0.0,0.0,0.0
10,10,37.801470920972285,25.59354891323271,0.0,0.0,0.0,0.0,0.0,0.0
11,11,37.39085872074816,25.641911508891255,0.0,0.0,0.0,0.0,0.0,0.0
12,12,36.977231105850855,25.705804248172527,0.0,0.0,0.0,0.0,0.0,0.0
13,13,36.56068375065277,25.785045210230706,0.0,0.0,0.0,0.0,0.0,0.0
14,14,36.14130660730048,25.879405052343856,0.0,0.0,0.0,0.0,0.0,0.0
15,15,35.71921235083787,25.988633319955127,0.0,0.0,0.0,0.0,0.0,0.0
16,16,35.29451592683283,26.112424557877333,0.0,0.0,0.0,0.0,0.0,0.0
17,17,34.86736504911129,26.250445251483043,0.0,0.0,0.0,0.0,0.0,0.0
18,18,34.437880642608114,26.402324786874217,0.0,0.0,0.0,0.0,0.0,0.0
19,19,34.00622542779623,26.567682046826505,0.0,0.0,0.0,0.0,0.0,0.0
20,20,33.5725671474587,26.746093169172127,0.0,0.0,0.0,0.0,0.0,0.0
21,21,33.13708688498843,26.93711837653141,0.0,0.0,0.0,0.0,0.0,0.0
22,22,32.69997992845607,27.140293590372423,0.0,0.0,0.0,0.0,0.0,0.0
23,23,32.26144796802842,27.35516741355572,0.0,0.0,0.0,0.0,0.0,0.0
24,24,31.82172585483307,27.58123629237916,0.0,0.0,0.0,0.0,0.0,0.0
25,25,31.38104811606356,27.81802609988174,0.0,0.0,0.0,0.0,0.0,0.0
26,26,30.939694657430465,28.065027912443625,0.0,0.0,0.0,0.0,0.0,0.0
27,27,30.497928331376286,28.321744857612117,0.0,0.0,0.0,0.0,0.0,0.0
28,28,30.056060169921615,28.587672502877446,0.0,0.0,0.0,0.0,0.0,0.0
29,29,29.61441403438429,28.862322125875636,0.0,0.0,0.0,0.0,0.0,0.0
30,30,29.173316727900918,29.14519104498057,0.0,0.0,0.0,0.0,0.0,0.0
31,31,28.73315960214932,29.435785646674304,0.0,0.0,0.0,0.0,0.0,0.0
32,32,28.294330108788884,29.73363255085404,0.0,0.0,0.0,0.0,0.0,0.0
33,33,27.857242503739116,30.038239935681702,0.0,0.0,0.0,0.0,0.0,0.0
34,34,27.422350518969374,30.34916786167554,0.0,0.0,0.0,0.0,0.0,0.0
35,35,26.990127409749277,30.66594095962919,0.0,0.0,0.0,0.0,0.0,0.0
36,36,26.56106630302753,30.98812711904779,0.0,0.0,0.0,0.0,0.0,0.0
37,37,26.13572811367432,31.315299061559664,0.0,0.0,0.0,0.0,0.0,0.0
